"location_id","observed_at","state","water_level","sensor"
"EX72","2021-10-20 13:52:04","no_flow",23.0854815282498,"X4"
"EX3","2021-09-07 08:13:29","no_flow",13.859676012873,"X1"
"EX10","2021-08-06 10:29:40","no_flow",NA,"X6"
"X4","2021-09-21 12:17:56","flow",10.2532247659529,"X8"
"EX2","2021-08-18 06:29:00","no_flow",NA,"X6"
"X6","2021-09-03 08:40:42","flow",1.93951593220991,"X6"
"EX36","2021-10-13 12:19:21","flow",NA,"X5"
"X1","2021-08-12 11:54:12","flow",4.58669308292883,"X7"
"X6","2021-09-18 12:15:46","flow",3.45967706826632,"X3"
"EX12","2021-10-20 13:29:01","no_flow",5.32580591114936,"X7"
"EX57","2021-06-02 13:32:08","no_flow",14.2004017847477,"X1"
"EX48","2021-10-13 11:44:21","flow",NA,"X5"
"EX50","2021-09-07 10:23:12","flow",NA,"X5"
"EX30","2021-08-26 11:14:47","flow",12.5544342098452,"X2"
"EX73","2021-09-07 11:02:03","no_flow",3.0036287274494,"X3"
"EX17","2021-07-23 07:24:39","no_flow",24.1233846487297,"X4"
"X7","2021-09-21 10:10:13","wt",10.2532247659529,"X8"
"EX43","2021-07-23 08:38:17","no_flow",14.4887082071032,"X1"
"X10","2021-09-28 08:29:42","no_flow",2.97217711773788,"X3"
"EX46","2021-09-07 10:09:52","no_flow",11.8834665359996,"X2"
"EX72","2021-10-20 13:52:04","no_flow",9.5770151571554,"X8"
"X6","2021-08-06 10:57:20","flow",2.22782235456543,"X3"
"EX12","2021-09-15 11:17:59","no_flow",22.6556428621925,"X4"
"EX10","2021-09-07 08:19:38","no_flow",1.740322404037,"X6"
"X15","2021-09-01 12:17:54","wt",10.7931440660005,"X8"
"EX19","2021-10-13 10:19:58","flow",NA,"X5"
"EX24","2021-09-07 08:37:47","no_flow",2.9774190526898,"X3"
"EX40","2021-07-23 08:33:17","no_flow",24.0499975594028,"X4"
"EX9","2021-10-13 09:51:40","no_flow",NA,"X5"
"X7","2021-09-07 08:35:24","no_flow",1.75604820889275,"X6"
"EX3","2021-07-23 07:18:23","no_flow",1.75604820889275,"X3"
"EX15","2021-08-10 09:12:33","no_flow",1.64072563995054,"X3"
"X8","2021-09-28 09:26:29","no_flow",9.30967647460755,"X8"
"EX65","2021-07-23 08:43:00","no_flow",1.7141127292774,"X3"
"EX63","2021-08-26 12:49:36","flow",NA,"X3"
"EX9","2021-10-13 09:51:40","no_flow",16.370562854842,"X2"
"EX53","2021-10-20 13:41:21","no_flow",11.7104826825863,"X2"
"X2","2021-07-23 08:43:40","no_flow",14.4887082071032,"X1"
"EX21","2021-09-21 10:02:41","no_flow",NA,"X5"
"EX13","2021-08-06 10:18:07","no_flow",NA,"X4"
"X1","2021-09-13 11:52:50","flow",NA,"X5"
"EX25","2021-08-06 10:57:12","flow",14.1951598497957,"X2"
"EX18","2021-08-18 07:12:28","flow",NA,"X6"
"X7","2021-07-23 07:36:32","no_flow",24.0919330390182,"X4"
"EX4","2021-09-28 09:21:51","no_flow",22.7709654311347,"X4"
"X4","2021-09-21 12:17:56","flow",2.29596750894038,"X6"
"EX47","2021-09-07 10:35:40","wt",23.074997658346,"X4"
"X10","2021-09-28 08:29:42","no_flow",9.32016034451139,"X8"
"EX9","2021-08-26 09:10:04","no_flow",12.5544342098452,"X2"
"EX70","2021-09-07 11:34:52","no_flow",3.44395126341056,"X7"
"EX14","2021-06-02 11:34:18","no_flow",14.0431437361901,"X2"
"EX53","2021-09-15 12:50:24","no_flow",9.27298292994412,"X8"
"EX71","2021-08-10 11:56:33","no_flow",10.6516118222987,"X8"
"EX20","2021-06-02 12:12:56","no_flow",NA,"X5"
"EX41","2021-09-15 12:16:08","no_flow",9.28346679984796,"X8"
"EX5","2021-09-07 08:10:45","no_flow",3.03508033716091,"X3"
"X1","2021-07-20 12:41:36","flow",11.2282246670098,"X8"
"X9","2021-07-28 09:34:24","flow",15.9407241887847,"X8"
"EX25","2021-08-26 10:37:53","flow",NA,"X5"
"EX25","2021-07-23 07:55:24","wt",24.0762072341624,"X4"
"EX51","2021-06-11 11:34:29","wt",NA,"X6"
"EX42","2021-10-13 12:09:38","wt",26.6762069703141,"X4"
"EX52","2021-08-06 11:04:01","wt",12.3866922913838,"X8"
"EX9","2021-10-13 09:51:40","no_flow",5.69274135778367,"X3"
"EX73","2021-08-10 11:02:59","no_flow",10.7459666514333,"X8"
"X13","2021-10-13 13:11:47","flow",3.45967706826632,"X6"
"EX15","2021-08-10 09:12:33","no_flow",26.2044328246414,"X4"
"EX68","2021-09-03 09:43:06","flow",1.92379012735415,"X6"
"EX52","2021-10-12 12:40:35","no_flow",14.6616920605165,"X1"
"X8","2021-10-12 12:21:50","wt",NA,"X5"
"EX65","2021-10-12 13:14:02","no_flow",3.0612900119205,"X3"
"EX6","2021-08-10 09:07:45","no_flow",10.8036279359044,"X8"
"X3","2021-08-26 12:00:11","flow",15.8673370994578,"X1"
"EX14","2021-10-22 08:02:12","no_flow",17.3874982355142,"X1"
"X13","2021-07-20 10:21:17","flow",17.9641110802253,"X1"
"EX66","2021-06-11 10:47:51","flow",NA,"X5"
"EX47","2021-09-07 10:35:40","wt",1.77701594870043,"X6"
"EX41","2021-08-10 11:13:38","flow",4.99032207422657,"X7"
"X14","2021-07-20 12:30:52","flow",27.2108843354098,"X4"
"EX61","2021-10-12 12:51:39","no_flow",23.3737879506053,"X4"
"X15","2021-08-26 12:21:11","wt",12.5754019496529,"X2"
"X10","2021-10-13 12:35:58","flow",26.5661263363238,"X4"
"X2","2021-09-28 10:10:39","no_flow",5.22620914706291,"X7"
"EX37","2021-10-12 13:20:00","no_flow",12.2346761777782,"X2"
"EX57","2021-10-13 10:38:50","flow",31.2891097280025,"X1"
"X7","2021-10-15 11:31:32","flow",10.2322570261452,"X8"
"EX26","2021-08-06 11:03:53","flow",NA,"X6"
"EX9","2021-10-22 08:14:00","no_flow",24.3749975264218,"X4"
"EX5","2021-06-02 10:50:16","no_flow",NA,"X5"
"EX52","2021-10-22 09:21:32","no_flow",NA,"X5"
"X14","2021-07-23 09:02:32","flow",12.2923374622493,"X2"
"X8","2021-09-18 11:48:00","flow",3.40725771874713,"X3"
"EX65","2021-08-10 11:14:05","no_flow",NA,"X5"
"EX21","2021-08-06 10:27:22","no_flow",5.7556445772067,"X7"
"X9","2021-10-22 09:36:17","flow",1.53588694091217,"X6"
"EX3","2021-08-18 06:27:26","no_flow",11.5008052845096,"X8"
"EX51","2021-06-11 11:34:29","wt",NA,"X3"
"X9","2021-08-06 11:36:12","flow",NA,"X4"
"EX4","2021-10-22 08:10:22","no_flow",10.0120957581647,"X8"
"EX59","2021-09-03 10:00:00","flow",10.5572569931642,"X8"
"EX62","2021-09-07 09:16:30","no_flow",1.75604820889275,"X6"
"EX4","2021-08-06 09:29:02","no_flow",22.5612880330579,"X1"
"EX36","2021-08-18 08:52:47","flow",NA,"X5"
"EX5","2021-06-02 10:50:16","no_flow",11.8677407311439,"X8"
"EX16","2021-10-12 12:12:45","no_flow",5.70322522768751,"X7"
"EX50","2021-07-23 09:01:43","flow",24.0080620797875,"X4"
"EX20","2021-10-22 08:58:58","flow",12.6487890389797,"X2"
"EX23","2021-08-10 09:36:45","no_flow",26.2463683042568,"X4"
"EX58","2021-09-15 12:40:27","no_flow",NA,"X5"
"EX48","2021-09-03 09:51:14","wt",15.3955629537851,"X1"
"EX36","2021-07-23 08:18:14","no_flow",12.3657245515761,"X2"
"EX68","2021-08-18 09:18:41","flow",11.3802407806154,"X8"
"EX25","2021-09-07 08:30:24","wt",NA,"X5"
"EX25","2021-10-22 09:07:46","flow",NA,"X5"
"EX53","2021-09-18 13:11:13","no_flow",10.5782247329719,"X8"
"EX30","2021-09-21 11:15:02","flow",NA,"X5"
"EX8","2021-10-22 08:13:34","wt",12.6697567787874,"X2"
"EX71","2021-08-06 13:03:38","no_flow",NA,"X4"
"EX15","2021-08-18 06:36:55","flow",11.5008052845096,"X8"
"EX37","2021-08-18 08:58:50","no_flow",NA,"X6"
"X15","2021-09-21 11:58:30","wt",NA,"X3"
"EX55","2021-08-26 12:54:40","no_flow",15.7624984004194,"X1"
"EX26","2021-10-20 13:37:34","no_flow",NA,"X5"
"EX43","2021-08-26 11:52:29","no_flow",NA,"X6"
"EX38","2021-10-12 13:18:07","wt",NA,"X5"
"EX7","2021-08-26 09:16:04","no_flow",15.9931435383038,"X1"
"EX70","2021-08-26 11:25:32","no_flow",NA,"X5"
"EX25","2021-08-06 10:57:12","flow",22.0370945378661,"X1"
"EX24","2021-09-07 08:37:47","no_flow",NA,"X5"
"X13","2021-10-20 13:17:03","wt",11.731450422394,"X2"
"EX58","2021-09-03 09:57:51","no_flow",6.11209615393716,"X7"
"EX58","2021-10-13 11:25:49","no_flow",26.8806424334389,"X4"
"EX14","2021-10-13 09:34:23","flow",12.8008051525854,"X8"
"EX53","2021-08-18 10:12:17","no_flow",NA,"X5"
"EX68","2021-08-10 11:03:42","flow",26.2044328246414,"X4"
"EX71","2021-08-10 11:56:33","no_flow",NA,"X6"
"EX52","2021-07-23 09:18:43","no_flow",1.74556433898892,"X3"
"EX11","2021-10-12 12:31:39","no_flow",12.245160047682,"X2"
"EX28","2021-08-10 09:52:27","no_flow",5.06895109850535,"X7"
"X7","2021-10-13 10:15:30","flow",12.7431438681143,"X8"
"X8","2021-09-15 11:03:15","no_flow",9.22580551537685,"X8"
"EX3","2021-08-10 08:54:10","no_flow",NA,"X6"
"X14","2021-09-07 10:30:18","flow",1.79274175355618,"X6"
"EX5","2021-10-20 12:57:22","no_flow",9.6608861163861,"X8"
"EX73","2021-09-18 13:12:52","no_flow",13.0262083555179,"X2"
"EX23","2021-06-02 12:30:40","no_flow",18.3939497462826,"X4"
"EX53","2021-08-18 10:12:17","no_flow",5.10564464316878,"X7"
"EX57","2021-09-21 11:31:45","wt",6.4318541860042,"X7"
"EX7","2021-07-23 07:16:32","no_flow",3.3967738488433,"X7"
"EX36","2021-10-12 13:20:22","wt",9.47217645811703,"X8"
"EX73","2021-07-23 09:33:08","no_flow",14.5044340119589,"X1"
"EX44","2021-08-10 11:16:05","wt",12.9999986807583,"X2"
"EX52","2021-08-18 10:09:49","wt",26.0576586459877,"X4"
"EX36","2021-08-26 11:45:32","wt",4.30887053047714,"X7"
"EX11","2021-08-18 08:12:37","no_flow",NA,"X6"
"X12","2021-10-20 13:14:14","no_flow",23.0802395932979,"X4"
"X7","2021-09-03 08:55:48","wt",3.21330612552614,"X3"
"EX32","2021-09-21 13:03:23","wt",13.1362889895082,"X2"
"X6","2021-09-21 10:23:24","flow",10.2637086358567,"X8"
"EX62","2021-07-23 09:16:36","no_flow",10.5258053834527,"X8"
"EX23","2021-09-07 08:36:56","no_flow",9.90725705912628,"X8"
"EX42","2021-08-26 11:54:56","no_flow",4.61814469264034,"X7"
"EX24","2021-09-18 12:03:45","wt",6.11733808888908,"X7"
"EX47","2021-09-18 12:47:20","wt",2.24879009437311,"X6"
"EX69","2021-10-12 12:34:22","no_flow",14.6459662556608,"X1"
"EX57","2021-08-18 10:04:38","flow",5.1108865781207,"X7"
"EX52","2021-09-28 09:51:37","no_flow",11.8782246010477,"X2"
"EX25","2021-09-28 09:48:26","no_flow",9.33588614936714,"X8"
"EX65","2021-09-15 12:15:18","no_flow",22.6556428621925,"X4"
"EX15","2021-09-03 09:09:32","wt",15.3903210188332,"X1"
"X9","2021-06-02 13:38:05","no_flow",14.0379018012382,"X2"
"EX13","2021-09-18 11:36:54","no_flow",24.5217717050755,"X4"
"EX13","2021-08-18 06:59:20","wt",4.9431446596593,"X7"
"EX33","2021-09-21 12:59:03","flow",NA,"X5"
"EX10","2021-09-03 08:51:52","no_flow",NA,"X5"
"EX27","2021-08-26 10:28:39","no_flow",15.919756448977,"X1"
"X10","2021-09-21 12:59:52","flow",6.38991870638885,"X7"
"EX25","2021-09-07 08:30:24","wt",2.95645131288213,"X3"
"X5","2021-09-02 08:06:36","wt",NA,"X6"
"EX58","2021-08-18 09:44:04","no_flow",NA,"X3"
"EX20","2021-06-02 12:12:56","no_flow",14.1008050206612,"X2"
"EX41","2021-08-06 12:26:11","flow",21.3451591242128,"X1"
"EX36","2021-10-22 11:13:00","wt",5.90241875586042,"X7"
"X7","2021-08-10 09:38:18","wt",12.9423373962872,"X2"
"X2","2021-06-11 10:52:55","flow",21.3189494494532,"X4"
"EX52","2021-08-26 11:14:30","no_flow",NA,"X5"
"X9","2021-08-10 10:45:14","flow",10.7512085863852,"X8"
"EX25","2021-07-23 07:55:24","wt",14.4729824022474,"X1"
"EX39","2021-09-28 08:03:31","no_flow",22.7866912359904,"X4"
"EX10","2021-09-21 09:37:15","no_flow",NA,"X3"
"EX68","2021-09-21 12:23:47","flow",18.8028206725323,"X1"
"EX44","2021-10-20 12:33:41","no_flow",3.26048354009341,"X3"
"X4","2021-08-06 12:09:04","flow",5.69798329273559,"X7"
"EX51","2021-08-26 12:25:49","wt",NA,"X3"
"EX32","2021-08-26 11:26:30","no_flow",15.9564499936404,"X1"
"EX42","2021-08-06 12:26:18","no_flow",NA,"X5"
"EX15","2021-08-26 09:27:01","wt",24.5427394448832,"X4"
"EX36","2021-08-10 11:49:34","wt",10.7145150417218,"X8"
"EX66","2021-10-13 11:55:32","flow",26.7129005149775,"X4"
"EX27","2021-10-22 09:18:28","no_flow",24.3697555914699,"X4"
"X2","2021-09-28 10:10:39","no_flow",13.9749985818152,"X1"
"EX50","2021-09-07 10:23:12","flow",2.99838679249748,"X3"
"EX16","2021-08-18 06:36:16","no_flow",5.03749948879384,"X7"
"EX71","2021-08-26 11:26:15","no_flow",NA,"X6"
"X6","2021-08-06 10:57:20","flow",5.78185425196629,"X7"
"EX47","2021-10-20 13:56:55","wt",9.55604741734773,"X8"
"EX62","2021-08-18 10:06:50","no_flow",NA,"X3"
"X7","2021-07-27 08:08:14","flow",25.4705619313728,"X1"
"X1","2021-08-18 11:01:16","flow",NA,"X3"
"EX31","2021-08-06 13:00:03","wt",21.3189494494532,"X1"
"EX5","2021-10-22 08:11:20","no_flow",24.3749975264218,"X4"
"X1","2021-10-13 12:03:46","flow",7.91007984244527,"X7"
"EX33","2021-09-15 12:04:57","no_flow",22.687094471904,"X4"
"EX63","2021-09-15 12:46:13","no_flow",NA,"X5"
"X4","2021-10-20 12:29:09","no_flow",5.3362897810532,"X7"
"EX45","2021-08-26 12:24:21","no_flow",15.7572564654675,"X1"
"EX10","2021-07-23 07:27:57","no_flow",14.3995953129206,"X1"
"EX43","2021-09-28 10:14:55","no_flow",1.95524173706566,"X6"
"EX16","2021-09-03 09:09:53","no_flow",1.93951593220991,"X6"
"EX42","2021-09-03 09:38:36","no_flow",6.13306389374484,"X7"
"EX51","2021-10-20 13:58:15","no_flow",NA,"X5"
"X4","2021-08-06 12:09:04","flow",21.591530066953,"X1"
"EX47","2021-09-03 09:53:59","wt",NA,"X5"
"EX59","2021-09-07 10:40:04","no_flow",3.69556414110266,"X7"
"X2","2021-07-28 11:41:34","flow",NA,"X6"
"X7","2021-10-20 13:24:04","no_flow",9.58749902705924,"X8"
"EX47","2021-09-18 12:47:20","wt",10.5939505378276,"X8"
"EX36","2021-10-12 13:20:22","wt",14.6564501255646,"X1"
"EX56","2021-09-18 13:07:32","wt",3.69032220615074,"X3"
"EX30","2021-10-13 10:34:45","flow",NA,"X5"
"EX30","2021-10-22 09:29:40","flow",17.2826595364758,"X1"
"EX52","2021-07-23 09:18:43","no_flow",24.0290298195952,"X4"
"EX14","2021-09-28 09:30:54","no_flow",2.99838679249748,"X3"
"EX66","2021-10-12 11:02:03","flow",14.6983856051799,"X1"
"EX62","2021-10-20 13:44:46","no_flow",1.41008050206612,"X6"
"X10","2021-10-13 12:35:58","flow",15.3850790838813,"X2"
"X1","2021-09-02 11:57:33","flow",2.62620941091125,"X3"
"EX13","2021-06-02 11:29:33","no_flow",14.3838695080648,"X1"
"EX71","2021-09-21 13:10:40","no_flow",13.1362889895082,"X2"
"EX42","2021-09-07 11:19:13","no_flow",13.9487889070556,"X1"
"EX38","2021-09-21 12:52:29","wt",6.38991870638885,"X7"
"EX65","2021-08-18 09:12:08","no_flow",11.4012085204231,"X8"
"EX10","2021-08-18 08:02:08","no_flow",19.6415302648392,"X1"
"EX41","2021-09-18 12:33:47","flow",12.9842728759025,"X2"
"EX47","2021-10-22 09:55:29","wt",9.94919253874163,"X8"
"X1","2021-09-03 11:49:52","flow",NA,"X5"
"EX40","2021-08-26 11:45:42","wt",NA,"X5"
"EX54","2021-10-12 12:41:13","no_flow",3.09798355658393,"X3"
"X15","2021-10-12 12:57:13","wt",23.3895137554611,"X4"
"EX4","2021-09-03 09:15:18","no_flow",24.3854813963256,"X4"
"EX36","2021-10-22 11:13:00","wt",24.3540297866141,"X4"
"X2","2021-07-23 08:43:40","no_flow",3.26048354009341,"X7"
"EX22","2021-08-26 10:11:40","wt",24.5322555749794,"X4"
"EX37","2021-07-23 08:23:40","no_flow",NA,"X5"
"X8","2021-09-03 09:05:03","flow",6.16975743840827,"X7"
"EX4","2021-10-20 12:56:49","no_flow",NA,"X5"
"EX44","2021-09-21 12:40:34","flow",6.36895096658118,"X7"
"X6","2021-10-15 11:41:44","flow",24.0499975594028,"X4"
"X12","2021-08-26 10:20:08","no_flow",NA,"X3"
"EX31","2021-08-10 11:55:30","no_flow",1.52016113605641,"X3"
"EX20","2021-10-13 10:18:32","flow",12.7431438681143,"X8"
"EX47","2021-07-23 08:56:39","wt",10.4995957086931,"X8"
"EX60","2021-09-07 09:13:52","no_flow",9.90725705912628,"X8"
"EX56","2021-08-10 10:03:53","no_flow",12.9999986807583,"X2"
"X8","2021-06-02 11:48:22","wt",NA,"X5"
"EX59","2021-09-07 10:40:04","no_flow",1.74556433898892,"X6"
"X11","2021-09-28 10:14:14","no_flow",22.7237880165674,"X4"
"X5","2021-10-06 12:26:48","flow",NA,"X5"
"EX14","2021-09-18 11:37:30","no_flow",NA,"X5"
"EX65","2021-10-13 12:05:37","flow",7.85766049292608,"X7"
"EX46","2021-08-10 11:23:58","no_flow",10.7197569766737,"X8"
"EX17","2021-10-12 12:24:04","no_flow",1.46249985158531,"X6"
"EX46","2021-06-11 11:17:15","no_flow",14.4624985323436,"X2"
"X5","2021-06-11 10:24:13","wt",14.7193533449876,"X2"
"EX32","2021-09-15 12:02:53","no_flow",2.69959650023811,"X6"
"EX51","2021-09-28 08:06:23","no_flow",NA,"X5"
"EX43","2021-09-07 11:23:08","no_flow",NA,"X5"
"EX11","2021-09-07 08:21:40","no_flow",13.859676012873,"X1"
"EX52","2021-10-12 12:40:35","no_flow",9.44072484840552,"X8"
"EX48","2021-08-26 12:23:25","no_flow",24.9358845662771,"X4"
"EX73","2021-09-18 13:12:52","no_flow",3.7060480110065,"X3"
"X8","2021-07-27 07:13:33","flow",NA,"X6"
"EX62","2021-08-10 10:56:03","no_flow",5.01128981403424,"X7"
"EX32","2021-10-13 12:37:18","flow",15.3850790838813,"X2"
"X9","2021-09-07 09:11:20","no_flow",9.90725705912628,"X8"
"EX33","2021-09-03 09:26:40","wt",NA,"X5"
"EX29","2021-10-22 09:05:11","no_flow",24.359271721566,"X4"
"EX52","2021-09-15 11:29:40","no_flow",2.58951586624782,"X6"
"EX46","2021-10-13 11:46:54","no_flow",26.8282230839197,"X4"
"X7","2021-08-26 09:51:38","no_flow",NA,"X5"
"EX67","2021-09-21 12:19:39","flow",6.39516064134077,"X7"
"EX7","2021-10-12 12:14:21","no_flow",9.47217645811703,"X8"
"X1","2021-10-15 11:58:53","flow",10.1955634814818,"X8"
"X8","2021-09-07 08:44:19","no_flow",3.04556420706474,"X3"
"EX42","2021-10-20 12:33:44","no_flow",23.0907234632017,"X4"
"EX4","2021-07-23 07:19:21","no_flow",NA,"X6"
"EX30","2021-08-06 11:03:23","flow",NA,"X4"
"EX19","2021-08-10 09:41:08","no_flow",26.2463683042568,"X4"
"X4","2021-10-15 12:28:45","flow",6.25887033259089,"X7"
"EX29","2021-09-28 09:46:57","no_flow",9.33588614936714,"X8"
"X7","2021-07-23 07:36:32","no_flow",NA,"X5"
"X11","2021-09-15 12:12:54","no_flow",2.92499970317062,"X3"
"EX16","2021-08-10 09:13:16","no_flow",17.0729821383991,"X1"
"EX32","2021-08-10 11:55:19","wt",16.7532241063321,"X1"
"EX12","2021-10-22 09:01:50","no_flow",12.6487890389797,"X2"
"EX9","2021-09-03 09:10:45","no_flow",NA,"X5"
"EX25","2021-09-18 12:08:17","flow",12.889918046768,"X2"
"EX28","2021-09-15 11:23:35","no_flow",NA,"X5"
"EX71","2021-09-03 09:22:45","no_flow",12.5911277545086,"X2"
"X2","2021-09-07 10:55:17","no_flow",3.64838672653539,"X7"
"EX20","2021-08-18 07:34:26","flow",5.18951560239948,"X7"
"EX1","2021-08-06 09:18:08","wt",NA,"X6"
"EX13","2021-09-15 10:50:00","no_flow",NA,"X5"
"X2","2021-09-03 09:41:00","wt",24.4064491361333,"X4"
"X12","2021-10-19 11:20:26","no_flow",23.3161266661342,"X4"
"X9","2021-07-23 09:05:29","wt",23.9870943399798,"X4"
"X11","2021-08-10 11:17:43","wt",1.58306435547944,"X3"
"EX58","2021-09-03 09:57:51","no_flow",3.21854806047806,"X3"
"EX8","2021-09-18 11:41:09","no_flow",3.39153191389138,"X3"
"X8","2021-10-20 13:10:44","wt",9.60846676686691,"X8"
"X13","2021-08-06 09:51:51","flow",6.07540260927373,"X7"
"EX54","2021-09-18 11:33:34","no_flow",12.8846761118161,"X2"
"EX14","2021-08-06 09:09:34","wt",12.4286277709992,"X8"
"EX6","2021-09-15 10:59:08","no_flow",2.37983846817107,"X7"
"EX35","2021-09-03 09:29:00","no_flow",6.16975743840827,"X7"
"EX55","2021-09-15 12:48:33","no_flow",14.6826598003242,"X1"
"X4","2021-07-23 08:44:49","wt",3.26048354009341,"X7"
"EX62","2021-09-18 13:03:37","no_flow",6.14878969860059,"X7"
"EX4","2021-08-10 08:48:17","no_flow",10.8350795456159,"X8"
"EX6","2021-09-03 09:11:55","no_flow",24.3697555914699,"X4"
"EX43","2021-09-07 11:23:08","no_flow",13.9487889070556,"X1"
"X3","2021-09-15 12:17:33","flow",22.6556428621925,"X4"
"X13","2021-09-08 08:01:33","no_flow",NA,"X5"
"EX54","2021-09-21 11:08:54","wt",2.34838685845956,"X6"
"EX26","2021-08-26 10:34:52","flow",NA,"X5"
"X10","2021-09-03 09:25:01","wt",24.4379007458448,"X4"
"EX8","2021-09-07 08:07:40","no_flow",3.85282218966022,"X7"
"EX30","2021-08-06 11:03:23","flow",22.0528203427218,"X1"
"X12","2021-09-01 15:14:28","no_flow",12.952821266191,"X2"
"EX31","2021-08-10 11:55:30","no_flow",26.1310457353145,"X4"
"EX46","2021-09-15 12:40:53","no_flow",2.95645131288213,"X3"
"EX11","2021-08-10 09:49:11","no_flow",1.67217724966205,"X3"
"EX19","2021-10-20 13:17:52","no_flow",NA,"X5"
"EX54","2021-09-07 09:00:28","no_flow",NA,"X5"
"EX6","2021-07-23 07:20:58","no_flow",12.3552406816723,"X2"
